date,description,amount,balance
2023-05-12 00:00:00,Purchase by AffordableHub,"$3,000.00","$66,644.20"
2023-05-19 00:00:00,Purchase by AffordableHub,"$3,000.00","$69,644.20"
2023-05-21 19:19:49,AffordableHub - Payment,$-108.25,"$69,535.95"
2023-05-26 00:00:00,Purchase by AffordableHub,"$3,000.00","$72,535.95"
2023-06-02 00:00:00,Purchase by AffordableHub,"$3,000.00","$75,535.95"
2023-06-09 00:00:00,Purchase by AffordableHub,"$3,000.00","$78,367.17"
2023-06-09 20:40:59,AffordableHub - Payment,$-168.78,"$75,367.17"
2023-06-12 17:56:32,Healthn - Payment,$-82.54,"$78,284.63"
2023-06-16 00:00:00,Purchase by AffordableHub,"$3,000.00","$81,284.63"
2023-06-20 11:11:48,AffordableHub - Payment,$-187.90,"$81,096.73"
2023-06-21 16:51:53,AffordableHub - Payment,$-104.39,"$80,992.34"
2023-06-23 00:00:00,Purchase by AffordableHub,"$3,000.00","$83,992.34"
2023-06-30 00:00:00,Purchase by AffordableHub,"$3,000.00","$86,992.34"
2023-07-03 10:37:54,youGrocery - Payment,$-174.96,"$86,817.38"
2023-07-06 21:31:02,AffordableHub - Payment,$-127.58,"$86,689.80"
2023-07-07 00:00:00,Purchase by AffordableHub,"$3,000.00","$89,689.80"
2023-07-14 00:00:00,Purchase by AffordableHub,"$3,000.00","$92,689.80"
2023-07-21 00:00:00,Purchase by AffordableHub,"$3,000.00","$95,689.80"
2023-07-25 13:36:27,Healthn - Payment,$-34.60,"$95,655.20"
2023-07-27 21:47:18,Flexin - Payment,$-186.74,"$95,468.46"
2023-07-28 00:00:00,Purchase by AffordableHub,"$3,000.00","$98,468.46"
2023-07-29 15:29:55,AffordableHub - Payment,$-135.32,"$98,333.14"
2023-08-04 00:00:00,Purchase by AffordableHub,"$3,000.00","$101,333.14"
2023-08-11 00:00:00,Purchase by AffordableHub,"$3,000.00","$104,333.14"
2023-08-15 14:39:23,AffordableHub - Payment,$-154.23,"$104,178.91"
2023-08-18 00:00:00,Purchase by AffordableHub,"$3,000.00","$107,178.91"
2023-08-22 09:51:41,AffordableHub - Payment,$-183.30,"$106,995.61"
2023-08-25 00:00:00,Purchase by AffordableHub,"$3,000.00","$109,797.91"
2023-08-25 10:43:07,AffordableHub - Payment,$-197.70,"$106,797.91"
2023-08-26 14:32:41,AffordableHub - Payment,$-80.44,"$109,717.47"
2023-08-31 17:11:22,AffordableHub - Payment,$-66.82,"$109,650.65"
2023-09-01 00:00:00,Purchase by AffordableHub,"$3,000.00","$112,650.65"
2023-09-03 10:33:46,AffordableHub - Payment,$-22.96,"$112,627.69"
2023-09-03 17:36:40,Fitr - Payment,$-105.72,"$112,521.97"
2023-09-08 00:00:00,Purchase by AffordableHub,"$3,000.00","$115,521.97"
2023-09-09 11:58:54,AffordableHub - Payment,$-103.28,"$115,418.69"
2023-09-10 12:00:28,AffordableHub - Payment,$-83.72,"$115,334.97"
2023-09-15 00:00:00,Purchase by AffordableHub,"$3,000.00","$118,334.97"
2023-09-18 15:14:28,AffordableHub - Payment,$-124.63,"$118,210.34"
2023-09-21 21:47:56,AffordableHub - Payment,$-71.55,"$118,138.79"
2023-09-22 00:00:00,Purchase by AffordableHub,"$3,000.00","$120,946.22"
2023-09-22 08:48:07,AffordableHub - Payment,$-192.57,"$117,946.22"
2023-09-28 14:45:59,AffordableHub - Payment,$-165.58,"$120,780.64"
2023-09-29 00:00:00,Purchase by AffordableHub,"$3,000.00","$123,780.64"
2023-10-04 13:09:10,AffordableHub - Payment,$-189.49,"$123,591.15"
2023-10-06 00:00:00,Purchase by AffordableHub,"$3,000.00","$126,591.15"
2023-10-08 08:19:22,AffordableHub - Payment,$-75.54,"$126,515.61"
2023-10-13 00:00:00,Purchase by AffordableHub,"$3,000.00","$129,515.61"
2023-10-17 09:35:55,AffordableHub - Payment,$-74.29,"$129,441.32"
2023-10-20 00:00:00,Purchase by AffordableHub,"$3,000.00","$132,441.32"
2023-10-24 18:39:12,Fitr - Payment,$-41.70,"$132,399.62"
2023-10-27 00:00:00,Purchase by AffordableHub,"$3,000.00","$135,399.62"
2023-10-29 19:59:02,Foodr - Payment,$-126.46,"$135,273.16"
2023-11-03 00:00:00,Purchase by AffordableHub,"$3,000.00","$138,273.16"
2023-11-07 16:19:59,AffordableHub - Payment,$-55.45,"$138,217.71"
2023-11-10 00:00:00,Purchase by AffordableHub,"$3,000.00","$141,217.71"
2023-11-16 13:31:25,youGrocery - Payment,$-182.68,"$141,035.03"
2023-11-17 00:00:00,Purchase by AffordableHub,"$3,000.00","$144,035.03"
2023-11-21 19:07:30,youGrocery - Payment,$-153.88,"$143,881.15"
2023-11-24 00:00:00,Purchase by AffordableHub,"$3,000.00","$146,881.15"
2023-11-25 08:20:28,Fitr - Payment,$-142.61,"$146,601.66"
2023-11-25 08:22:54,youGrocery - Payment,$-136.88,"$146,744.27"
2023-12-01 00:00:00,Purchase by AffordableHub,"$3,000.00","$149,601.66"
2023-12-02 18:29:08,youGrocery - Payment,$-51.11,"$149,550.55"
2023-12-08 00:00:00,Purchase by AffordableHub,"$3,000.00","$152,550.55"
2023-12-15 00:00:00,Purchase by AffordableHub,"$3,000.00","$155,550.55"
2023-12-17 18:22:15,AffordableHub - Payment,$-103.46,"$155,447.09"
2023-12-22 00:00:00,Purchase by AffordableHub,"$3,000.00","$158,447.09"
2023-12-29 00:00:00,Purchase by AffordableHub,"$3,000.00","$161,447.09"
2024-01-02 21:52:03,AffordableHub - Payment,$-47.61,"$161,399.48"
2024-01-05 00:00:00,Purchase by AffordableHub,"$3,000.00","$164,399.48"
2024-01-12 00:00:00,Purchase by AffordableHub,"$3,000.00","$167,363.13"
2024-01-12 15:27:26,AffordableHub - Payment,$-36.35,"$164,363.13"
2024-01-18 15:58:55,AffordableHub - Payment,$-145.25,"$167,217.88"
2024-01-19 00:00:00,Purchase by AffordableHub,"$3,000.00","$170,217.88"
2024-01-21 09:51:38,AffordableHub - Payment,$-29.42,"$170,188.46"
2024-01-25 20:36:39,AffordableHub - Payment,$-121.25,"$170,067.21"
2024-01-26 00:00:00,Purchase by AffordableHub,"$3,000.00","$173,067.21"
2024-01-28 08:53:21,AffordableHub - Payment,$-56.29,"$173,010.92"
2024-01-29 08:52:50,AffordableHub - Payment,$-127.91,"$172,883.01"
2024-02-02 00:00:00,Purchase by AffordableHub,"$3,000.00","$175,883.01"
2024-02-04 15:54:04,Fitr - Payment,$-111.19,"$175,579.34"
2024-02-04 18:37:46,AffordableHub - Payment,$-192.48,"$175,690.53"
2024-02-09 00:00:00,Purchase by AffordableHub,"$3,000.00","$178,579.34"
2024-02-16 00:00:00,Purchase by AffordableHub,"$3,000.00","$181,579.34"
2024-02-23 00:00:00,Purchase by AffordableHub,"$3,000.00","$184,579.34"
2024-03-01 00:00:00,Purchase by AffordableHub,"$3,000.00","$187,579.34"
2024-03-08 00:00:00,Purchase by AffordableHub,"$3,000.00","$190,579.34"
2024-03-13 20:10:02,AffordableHub - Payment,$-175.82,"$190,403.52"
2024-03-15 00:00:00,Purchase by AffordableHub,"$3,000.00","$193,403.52"
2024-03-22 00:00:00,Purchase by AffordableHub,"$3,000.00","$196,403.52"
2024-03-29 00:00:00,Purchase by AffordableHub,"$3,000.00","$199,403.52"
2024-04-05 00:00:00,Purchase by AffordableHub,"$3,000.00","$202,403.52"
2024-04-09 14:44:28,AffordableHub - Payment,$-162.52,"$202,241.00"
2024-04-12 00:00:00,Purchase by AffordableHub,"$3,000.00","$205,241.00"
2024-04-19 00:00:00,Purchase by AffordableHub,"$3,000.00","$208,241.00"
2024-04-26 00:00:00,Purchase by AffordableHub,"$3,000.00","$211,241.00"
2024-04-27 13:13:12,AffordableHub - Payment,$-41.77,"$211,199.23"
2024-05-01 14:14:43,AffordableHub - Payment,$-44.69,"$211,154.54"
2024-05-03 00:00:00,Purchase by AffordableHub,"$3,000.00","$214,007.24"
2024-05-03 13:42:02,Flexin - Payment,$-147.30,"$211,007.24"
2024-05-08 13:33:17,AffordableHub - Payment,$-169.96,"$213,837.28"
2024-05-10 00:00:00,Purchase by AffordableHub,"$3,000.00","$216,837.28"
2024-05-11 12:37:47,Foodr - Payment,$-94.50,"$216,742.78"
2024-05-16 15:59:01,Foodr - Payment,$-180.65,"$216,562.13"
2024-05-17 00:00:00,Purchase by AffordableHub,"$3,000.00","$219,562.13"
2024-05-18 17:17:00,AffordableHub - Payment,$-151.69,"$219,410.44"
2024-05-24 00:00:00,Purchase by AffordableHub,"$3,000.00","$222,410.44"
2024-05-31 00:00:00,Purchase by AffordableHub,"$3,000.00","$225,410.44"
2024-06-07 00:00:00,Purchase by AffordableHub,"$3,000.00","$228,410.44"
2024-06-09 19:31:36,AffordableHub - Payment,$-161.52,"$228,248.92"
2024-06-14 00:00:00,Purchase by AffordableHub,"$3,000.00","$231,054.71"
2024-06-14 18:09:57,AffordableHub - Payment,$-194.21,"$228,054.71"
2024-06-21 00:00:00,Purchase by AffordableHub,"$3,000.00","$234,054.71"
2024-06-27 12:42:30,AffordableHub - Payment,$-35.66,"$234,019.05"
2024-06-28 00:00:00,Purchase by AffordableHub,"$3,000.00","$237,019.05"
2024-06-30 08:12:36,AffordableHub - Payment,$-40.71,"$236,978.34"
2024-07-05 00:00:00,Purchase by AffordableHub,"$3,000.00","$239,978.34"
2024-07-12 00:00:00,Purchase by AffordableHub,"$3,000.00","$242,978.34"
2024-07-14 15:00:48,AffordableHub - Payment,$-49.65,"$242,928.69"
2024-07-18 08:10:43,AffordableHub - Payment,$-104.66,"$242,824.03"
2024-07-19 00:00:00,Purchase by AffordableHub,"$3,000.00","$245,758.32"
2024-07-19 10:43:54,AffordableHub - Payment,$-65.71,"$242,758.32"
2024-07-26 00:00:00,Purchase by AffordableHub,"$3,000.00","$248,758.32"
2024-07-28 14:34:17,AffordableHub - Payment,$-63.70,"$248,694.62"
2024-07-30 20:09:56,AffordableHub - Payment,$-103.90,"$248,590.72"
2024-08-02 00:00:00,Purchase by AffordableHub,"$3,000.00","$251,590.72"
2024-08-04 08:30:10,AffordableHub - Payment,$-142.98,"$251,447.74"
2024-08-09 00:00:00,Purchase by AffordableHub,"$3,000.00","$254,447.74"
